id,full_name_check_value,ssn_score,dob_score,n1_score,n2_score,n3_score,n4_score,n5_score,n6_score,n7_score,n8_score,n9_score,n10_score,n11_score,n12_score,n13_score,n14_score,ssn_match,dob_match,name_match,failure_explanation,last_name_check_value,verified
42758,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42759,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42760,0,300,300,54,197,36,197,54,197,36,197,202,188,188,188,188,188,1,1,1,,1,1
42761,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42762,1,272,163,,,,,,,,,,,,,,,0,0,1,SSN DOB,1,0
42763,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42764,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42765,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42766,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42767,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42768,0,300,300,200,218,200,218,200,218,200,218,208,208,210,210,210,210,1,1,1,,1,1
42769,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42770,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42771,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42772,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42773,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42774,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42775,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42776,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42777,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42778,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42779,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42780,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42781,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42782,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42783,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42784,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42785,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42786,0,300,300,173,186,173,287,173,186,173,287,175,281,247,265,247,265,1,1,1,,1,1
42787,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42788,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42789,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42790,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42791,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42792,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42793,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42794,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42795,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42796,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42797,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42798,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42799,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42800,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42801,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42802,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42803,0,300,300,233,164,233,170,233,164,233,170,160,164,154,154,154,154,1,1,0,NAME,0,0
42804,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42805,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42806,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42807,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42808,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42809,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42810,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42811,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42812,0,300,300,169,248,169,148,123,186,123,117,232,109,211,192,166,166,1,1,1,,1,1
42813,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42814,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42815,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42816,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42817,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42818,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42819,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42820,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42821,0,300,300,191,186,218,186,114,134,122,134,184,134,173,173,147,147,1,1,0,NAME,0,0
42822,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42823,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42824,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42825,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42826,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42827,0,300,263,205,146,205,146,205,146,205,146,142,133,148,128,148,128,1,0,0,DOB NAME,0,0
42828,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42829,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42830,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42831,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42832,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42833,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42834,0,300,300,158,240,150,240,158,240,150,240,227,227,186,186,186,186,1,1,1,,1,1
42835,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42836,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42837,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42838,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42839,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42840,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42841,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42842,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42843,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42844,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42845,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42846,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42847,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42848,0,300,300,121,134,196,182,64,121,98,209,114,205,173,141,167,140,1,1,1,,1,1
42849,0,300,300,146,228,155,228,146,228,155,228,214,214,180,180,180,180,1,1,1,,1,1
42850,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42851,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42852,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42853,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42854,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42855,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42856,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42857,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42858,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42859,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42860,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42861,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42862,0,300,300,205,283,205,283,205,283,205,283,276,276,246,246,246,246,1,1,1,,1,1
42863,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42864,0,300,300,201,266,216,266,201,266,216,266,252,252,224,224,224,224,1,1,1,,1,1
42865,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42866,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42867,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42868,0,300,300,108,218,108,218,201,282,201,282,203,265,220,220,248,248,1,1,1,,1,1
42869,0,300,300,170,258,170,181,170,258,170,181,243,178,257,208,257,208,1,1,1,,1,1
42870,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42871,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42872,0,300,300,241,179,241,191,241,179,241,191,175,185,173,159,173,159,1,1,0,NAME,0,0
42873,0,300,300,241,179,241,191,241,179,241,191,175,185,173,159,173,159,1,1,0,NAME,0,0
42874,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42875,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42876,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42877,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42878,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42879,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42880,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42881,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42882,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
42883,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42884,0,300,300,91,171,91,157,91,171,91,157,188,173,151,163,151,163,1,1,1,,1,1
42885,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42886,0,300,300,203,166,203,166,175,161,175,161,157,157,153,153,141,141,1,1,0,NAME,0,0
42887,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42888,0,300,300,112,174,82,82,11,150,17,17,170,13,146,136,125,125,1,1,1,,1,1
42889,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42890,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42891,0,300,238,222,260,222,229,222,260,222,229,246,226,288,218,288,218,1,0,1,DOB,1,0
42892,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42893,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42894,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42895,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42896,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42897,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42898,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42899,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42900,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42901,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42902,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42903,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42904,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42905,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42906,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42907,1,300,238,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42908,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42909,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42910,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42911,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42912,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42913,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42914,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42915,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42916,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42917,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42918,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42919,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42920,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42921,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42922,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42923,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42924,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42925,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42926,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42927,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42928,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42929,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42930,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42931,1,300,250,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42932,1,300,250,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42933,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42934,0,300,300,251,296,192,192,66,116,39,39,279,47,240,215,94,95,1,1,1,,1,1
42935,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42936,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42937,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42938,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42939,0,300,300,152,201,152,201,34,154,34,154,190,147,184,184,152,152,1,1,1,,1,1
42940,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42941,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42942,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42943,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42944,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42945,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42946,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42947,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42948,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42949,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42950,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42951,0,300,300,199,240,199,235,199,240,199,235,227,250,286,225,286,225,1,1,1,,1,1
42952,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42953,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42954,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42955,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42956,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42957,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42958,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42959,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42960,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42961,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42962,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42963,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42964,0,300,300,208,187,147,267,208,187,147,267,198,214,234,250,234,250,1,1,1,,1,1
42965,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42966,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42967,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42968,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42969,0,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42970,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42971,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42972,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42973,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42974,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42975,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42976,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42977,0,300,300,150,276,172,276,150,276,172,276,262,262,234,234,234,234,1,1,1,,1,1
42978,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42979,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42980,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42981,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42982,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42983,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42984,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42985,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42986,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42987,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42988,0,300,300,221,292,221,292,221,292,221,292,278,278,252,252,252,252,1,1,1,,1,1
42989,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42990,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42991,0,300,300,168,287,168,287,150,266,150,266,216,209,249,249,231,231,1,1,1,,0,1
42992,0,300,300,173,269,173,281,173,269,173,281,257,269,233,239,233,239,1,1,1,,0,1
42993,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42994,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42995,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42996,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42997,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
42998,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
42999,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43000,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43001,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43002,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43003,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43004,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43005,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43006,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43007,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43008,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43009,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43010,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43011,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43012,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43013,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43014,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43015,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43016,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43017,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43018,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43019,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43020,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43021,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43022,0,300,300,222,287,222,287,209,279,209,279,281,266,247,247,241,241,1,1,1,,0,1
43023,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43024,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43025,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43026,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43027,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43028,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43029,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43030,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43031,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43032,1,300,0,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43033,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43034,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43035,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43036,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43037,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43038,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43039,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43040,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43041,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43042,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43043,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43044,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43045,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43046,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43047,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43048,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43049,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43050,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43051,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43052,1,266,150,,,,,,,,,,,,,,,0,0,1,SSN DOB,1,0
43053,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43054,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43055,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43056,0,300,300,52,233,52,52,23,154,23,23,166,18,166,166,132,138,1,1,1,,1,1
43057,0,0,0,16,16,16,16,16,16,16,16,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
43058,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43059,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43060,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43061,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43062,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43063,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43064,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43065,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43066,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43067,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43068,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43069,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43070,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43071,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43072,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43073,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43074,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43075,0,300,300,179,286,179,137,179,286,179,137,279,138,253,228,253,228,1,1,1,,0,1
43076,0,300,300,137,270,137,257,137,270,137,257,213,209,211,211,211,211,1,1,1,,1,1
43077,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43078,0,0,0,30,30,30,30,30,30,30,30,24,24,24,24,24,24,0,0,0,SSN DOB NAME,0,0
43079,0,300,300,120,215,161,215,120,215,161,215,205,215,190,190,190,190,1,1,1,,1,1
43080,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43081,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43082,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43083,1,272,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43084,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43085,0,300,263,200,252,200,238,200,252,200,238,240,228,286,222,286,222,1,0,1,DOB,1,0
43086,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43087,0,300,300,174,194,227,250,174,194,227,250,160,237,184,218,184,218,1,1,1,,1,1
43088,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43089,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43090,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43091,1,300,263,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43092,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43093,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43094,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43095,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43096,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43097,1,300,225,,,,,,,,,,,,,,,1,0,1,DOB,1,0
43098,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43099,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43100,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43101,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43102,0,0,0,21,21,21,21,21,21,21,21,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
43103,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43104,1,266,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43105,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43106,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43107,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43108,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43109,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43110,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43111,0,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43112,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43113,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43114,1,200,300,,,,,,,,,,,,,,,0,1,1,SSN,1,0
43115,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43116,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43117,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43118,0,0,0,16,16,16,16,16,16,16,16,13,13,13,13,13,13,0,0,0,SSN DOB NAME,0,0
43119,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43120,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43121,0,0,0,21,21,21,21,21,21,21,21,23,23,23,23,23,23,0,0,0,SSN DOB NAME,0,0
43122,0,300,300,162,259,162,259,177,275,177,275,245,259,225,225,237,237,1,1,1,,1,1
43123,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43124,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43125,0,300,300,170,188,160,188,160,260,170,260,202,249,176,176,196,196,1,1,1,,1,1
43126,0,0,0,31,31,31,31,31,31,31,31,30,30,30,30,30,30,0,0,0,SSN DOB NAME,0,0
43127,0,300,300,189,280,189,280,103,188,103,188,262,172,244,244,188,188,1,1,1,,1,1
43128,0,300,300,129,261,129,240,129,261,129,240,208,191,221,214,221,214,1,1,1,,1,1
43129,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43130,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43131,0,300,300,145,129,145,284,145,129,145,284,125,266,214,242,214,242,1,1,1,,1,1
43132,0,300,300,203,244,203,244,203,244,203,244,231,231,230,230,230,230,1,1,1,,1,1
43133,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43134,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43135,0,300,300,154,186,211,174,154,186,211,174,150,170,162,162,162,162,1,1,0,NAME,0,0
43136,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43137,1,300,300,,,,,,,,,,,,,,,1,1,1,,1,1
43138,0,300,300,212,224,150,187,212,224,150,187,235,167,186,204,186,204,1,1,1,,1,1
